s0;s1;s2;s3;s4
0;1260;3967;1975;0;
0;1036;3834;1916;0;
0;1036;3834;1916;0;
0;1036;3834;1916;0;
0;1130;3871;1946;0;
0;1130;3871;1946;0;
0;1403;4058;2027;0;
0;1403;4058;2027;0;
0;1403;4058;2027;0;
0;1278;3982;1977;0;
0;1278;3982;1977;0;
0;1278;3982;1977;0;
0;1033;3834;1906;0;
0;1033;3834;1906;0;
0;1100;3848;1939;0;
0;1100;3848;1939;0;
0;1100;3848;1939;0;
0;1394;4042;2018;0;
0;1394;4042;2018;0;
0;1394;4042;2018;0;
0;1290;4003;1981;0;
0;1290;4003;1981;0;
0;1290;4003;1981;0;
0;1047;3842;1911;0;
0;1047;3842;1911;0;
0;1086;3835;1938;0;
0;1086;3835;1938;0;
0;1086;3835;1938;0;
0;1391;4046;2017;0;
0;1391;4046;2017;0;
0;1391;4046;2017;0;
0;1311;4008;1992;0;
0;1311;4008;1992;0;
0;1040;3840;1912;0;
0;1040;3840;1912;0;
0;1040;3840;1912;0;
0;1049;3825;1923;0;
0;1049;3825;1923;0;
0;1049;3825;1923;0;
0;1376;4028;2017;0;
0;1318;4015;1995;0;
0;1052;3844;1914;0;
0;1052;3844;1914;0;
0;1052;3844;1914;0;
0;1039;3814;1919;0;
0;1039;3814;1919;0;
0;1039;3814;1919;0;
0;1362;4029;2009;0;
0;1362;4029;2009;0;
0;1339;4022;1996;0;
0;1339;4022;1996;0;
0;1339;4022;1996;0;
0;1060;3852;1916;0;
0;1060;3852;1916;0;
0;1060;3852;1916;0;
0;1018;3806;1918;0;
0;1018;3806;1918;0;
0;1018;3806;1918;0;
0;1366;4012;2010;0;
0;1366;4012;2010;0;
0;1342;4028;1999;0;
0;1342;4028;1999;0;
0;1342;4028;1999;0;
0;1084;3855;1924;0;
0;1084;3855;1924;0;
0;1084;3855;1924;0;
0;1027;3800;1915;0;
0;1027;3800;1915;0;
0;1336;4005;2006;0;
0;1336;4005;2006;0;
0;1336;4005;2006;0;
0;1353;4034;2001;0;
0;1353;4034;2001;0;
0;1353;4034;2001;0;
0;1088;3857;1920;0;
0;1088;3857;1920;0;
0;1023;3799;1920;0;
0;1023;3799;1920;0;
0;1023;3799;1920;0;
0;1332;4002;2002;0;
0;1332;4002;2002;0;
0;1332;4002;2002;0;
0;1368;4040;2007;0;
0;1025;3805;1917;0;
0;1025;3805;1917;0;
0;1312;3993;1998;0;
0;1312;3993;1998;0;
0;1312;3993;1998;0;
0;1372;4049;2011;0;
0;1372;4049;2011;0;
0;1120;3875;1936;0;
0;1120;3875;1936;0;
0;1120;3875;1936;0;
0;1034;3803;1911;0;
0;1034;3803;1911;0;
0;1034;3803;1911;0;
0;1300;3973;1994;0;
0;1300;3973;1994;0;
0;1387;4046;2009;0;
0;1387;4046;2009;0;
0;1387;4046;2009;0;
0;1137;3897;1932;0;
0;1137;3897;1932;0;
0;1137;3897;1932;0;
0;1030;3806;1914;0;
0;1030;3806;1914;0;
0;1273;3961;1984;0;
0;1273;3961;1984;0;
0;1273;3961;1984;0;
0;1390;4058;2012;0;
0;1390;4058;2012;0;
0;1390;4058;2012;0;
0;1157;3900;1942;0;
0;1157;3900;1942;0;
0;1027;3808;1911;0;
0;1027;3808;1911;0;
0;1027;3808;1911;0;
0;1251;3940;1981;0;
0;1251;3940;1981;0;
0;1251;3940;1981;0;
0;1397;4061;2017;0;
0;1397;4061;2017;0;
0;1397;4061;2017;0;
0;1177;3918;1944;0;
0;1177;3918;1944;0;
0;1033;3815;1913;0;
0;1033;3815;1913;0;
0;1033;3815;1913;0;
0;1230;3927;1972;0;
0;1230;3927;1972;0;
