s0,s1,s2,s3,s4
0,1497,4576,1434,0
0,1497,4576,1434,0
0,1501,4578,1433,0
0,1501,4578,1433,0
0,1501,4578,1433,0
0,1509,4583,1440,0
0,1509,4583,1440,0
0,1509,4583,1440,0
0,1491,4581,1432,0
0,1491,4581,1432,0
0,1491,4577,1435,0
0,1491,4577,1435,0
0,1491,4577,1435,0
0,1498,4579,1437,0
0,1498,4579,1437,0
0,1498,4579,1437,0
0,1497,4582,1435,0
0,1497,4578,1438,0
0,1514,4583,1433,0
0,1514,4583,1433,0
0,1510,4581,1437,0
0,1510,4581,1437,0
0,1510,4581,1437,0
0,1498,4575,1433,0
0,1498,4575,1433,0
0,1498,4575,1433,0
0,1513,4579,1434,0
0,1513,4579,1434,0
0,1513,4579,1434,0
0,1512,4581,1435,0
0,1512,4581,1435,0
0,1512,4581,1435,0
0,1495,4579,1435,0
0,1495,4579,1435,0
0,1510,4579,1441,0
0,1510,4579,1441,0
0,1510,4579,1441,0
0,1497,4583,1438,0
0,1497,4583,1438,0
0,1497,4583,1438,0
0,1514,4581,1434,0
0,1514,4581,1434,0
0,1498,4578,1433,0
0,1498,4578,1433,0
0,1514,4582,1432,0
0,1514,4582,1432,0
0,1514,4582,1432,0
0,1497,4581,1436,0
0,1497,4581,1436,0
0,1497,4581,1436,0
0,1497,4580,1434,0
0,1497,4580,1434,0
0,1497,4579,1433,0
0,1497,4579,1433,0
0,1497,4579,1433,0
0,1499,4579,1435,0
0,1499,4579,1435,0
0,1499,4579,1435,0
0,1496,4577,1433,0
0,1496,4577,1433,0
0,1496,4577,1433,0
0,1510,4583,1427,0
0,1510,4583,1427,0
0,1509,4583,1432,0
0,1509,4583,1432,0
0,1509,4583,1432,0
0,1494,4579,1431,0
0,1494,4579,1431,0
0,1494,4579,1431,0
0,1497,4582,1430,0
0,1497,4582,1430,0
0,1497,4582,1430,0
0,1510,4580,1432,0
0,1510,4580,1432,0
0,1539,4579,1427,0
0,1539,4579,1427,0
0,1539,4579,1427,0
0,1551,4583,1437,0
0,1551,4583,1437,0
0,1551,4583,1437,0
0,1646,4565,1318,0
0,1646,4565,1318,0
0,1646,4565,1318,0
0,1861,2934,0,0
0,1861,2934,0,0
0,1861,2934,0,0
0,1872,1926,0,0
0,1872,1926,0,0
0,1879,2891,0,0
0,1879,2891,0,0
0,1879,2891,0,0
0,1881,4517,0,0
0,1881,4517,0,0
0,1881,4517,0,0
0,1857,4518,0,0
0,1857,4518,0,0
0,1857,4518,0,0
0,1804,4490,0,0
0,1804,4490,0,0
0,1802,4488,0,0
0,1802,4488,0,0
0,1802,4488,0,0
0,1795,4483,0,0
0,1795,4483,0,0
0,1795,4483,0,0
0,1770,4543,1189,0
0,1770,4543,1189,0
0,1770,4543,1189,0
0,1715,4551,1211,0
0,1715,4551,1211,0
0,1710,4545,1221,0
0,1710,4545,1221,0
0,1710,4545,1221,0
0,1750,4353,1215,0
0,1750,4353,1215,0
0,1750,4353,1215,0
0,1748,4264,1227,0
0,1748,4264,1227,0
0,1698,4250,1296,0
0,1698,4250,1296,0
0,1698,4250,1296,0
0,1735,4244,1264,0
0,1735,4244,1264,0
0,1735,4244,1264,0
0,1707,4533,1269,0
0,1707,4533,1269,0
0,1707,4533,1269,0
0,1713,4528,1265,0
0,1713,4528,1265,0
0,1709,3977,1285,0
0,1709,3977,1285,0
0,1709,3977,1285,0
0,1724,2174,1304,0
0,1724,2174,1304,0
0,1724,2174,1304,0
0,1689,0,1369,0
0,1689,0,1369,0
0,1689,0,1369,0
0,1655,0,1411,0
0,1655,0,1411,0
0,1687,0,1385,0
0,1687,0,1385,0
0,1687,0,1385,0
0,1692,0,1334,0
0,1692,0,1334,0
0,1692,0,1334,0
0,1726,3665,1267,0
0,1726,3665,1267,0
0,1726,3665,1267,0
0,1726,3768,1250,0
0,1726,3768,1250,0
0,1686,3865,1287,0
0,1686,3865,1287,0
0,1686,3865,1287,0
0,1654,4082,1279,0
0,1654,4082,1279,0
0,1642,3884,1282,0
0,1642,3884,1282,0
0,1642,3884,1282,0
0,1656,3893,1280,0
0,1656,3893,1280,0
0,1656,3893,1280,0
0,1708,2778,1294,0
0,1708,2778,1294,0
0,1708,2778,1294,0
0,1720,2781,1291,0
0,1720,2781,1291,0
0,1720,2781,1291,0
0,1694,3062,1288,0
0,1694,3062,1288,0
0,1679,3118,1284,0
0,1679,3118,1284,0
0,1679,3118,1284,0
0,1672,3151,1269,0
0,1672,3151,1269,0
0,1672,3151,1269,0
0,1668,3124,1260,0
0,1668,3124,1260,0
0,1668,3124,1260,0
0,1665,3126,1260,0
0,1665,3126,1260,0
0,1668,3128,1259,0
0,1668,3128,1259,0
0,1668,3128,1259,0
0,1667,3133,1261,0
0,1667,3133,1261,0
0,1667,3133,1261,0
0,1666,3126,1264,0
0,1666,3126,1264,0
0,1663,3121,1265,0
0,1663,3121,1265,0
0,1663,3121,1265,0
0,1666,3117,1267,0
0,1666,3117,1267,0
0,1666,3117,1267,0
0,1667,3121,1262,0
0,1667,3121,1262,0
0,1669,3115,1269,0
0,1669,3115,1269,0
0,1669,3115,1269,0
0,1670,3113,1275,0
0,1670,3113,1275,0
0,1670,3113,1275,0
0,1674,3105,1269,0
0,1674,3105,1269,0
0,1674,3105,1269,0
0,1675,3101,1273,0
0,1675,3101,1273,0
0,1668,3107,1271,0
0,1668,3107,1271,0
0,1668,3107,1271,0
0,1672,3101,1268,0
0,1672,3101,1268,0
0,1668,3101,1267,0
0,1668,3101,1267,0
0,1668,3101,1267,0
0,1673,3105,1272,0
0,1673,3105,1272,0
0,1673,3105,1272,0
0,1674,3104,1270,0
0,1674,3104,1270,0
0,1674,3106,1268,0
0,1674,3106,1268,0
0,1674,3106,1268,0
0,1675,3103,1267,0
0,1675,3103,1267,0
0,1675,3103,1267,0
0,1663,3104,1263,0
0,1663,3104,1263,0
0,1663,3104,1263,0
0,1668,3102,1267,0
0,1668,3102,1267,0
0,1672,3106,1267,0
0,1672,3106,1267,0
0,1672,3106,1267,0
0,1668,3102,1264,0
0,1668,3102,1264,0
0,1668,3102,1264,0
0,1666,3106,1267,0
0,1666,3106,1267,0
0,1668,3109,1265,0
0,1668,3109,1265,0
0,1668,3109,1265,0
0,1668,3097,1267,0
0,1668,3097,1267,0
0,1668,3097,1267,0
0,1671,3103,1272,0
0,1671,3103,1272,0
0,1671,3103,1272,0
0,1668,3099,1269,0
0,1668,3099,1269,0
0,1668,3103,1264,0
0,1668,3103,1264,0
0,1668,3103,1264,0
0,1669,3099,1271,0
0,1669,3099,1271,0
0,1669,3099,1271,0
0,1675,3109,1270,0
0,1675,3109,1270,0
0,1668,3102,1269,0
0,1668,3102,1269,0
0,1668,3102,1269,0
0,1669,3101,1267,0
0,1669,3101,1267,0
0,1668,3102,1269,0
0,1668,3102,1269,0
0,1668,3102,1269,0
0,1645,3100,1264,0
0,1645,3100,1264,0
0,1645,3100,1264,0
0,1664,3103,1262,0
0,1664,3103,1262,0
0,1664,3103,1262,0
0,1668,3099,1268,0
0,1668,3099,1268,0
0,1671,3102,1270,0
0,1671,3102,1270,0
0,1671,3102,1270,0
0,1673,3099,1268,0
0,1673,3099,1268,0
0,1673,3099,1268,0
0,1673,3100,1271,0
0,1673,3100,1271,0
0,1673,3100,1271,0
0,1672,3102,1269,0
0,1672,3102,1269,0
0,1664,3102,1265,0
0,1664,3102,1265,0
0,1664,3102,1265,0
0,1664,3099,1263,0
0,1664,3099,1263,0
0,1664,3099,1263,0
0,1664,3101,1266,0
0,1664,3101,1266,0
0,1664,3101,1266,0
0,1653,3114,1265,0
0,1653,3114,1265,0
0,1653,3114,1265,0
0,1666,3111,1261,0
0,1666,3111,1261,0
0,1666,3111,1261,0
0,1669,3115,1266,0
0,1669,3115,1266,0
0,1658,3116,1264,0
0,1658,3116,1264,0
0,1658,3116,1264,0
0,1668,3136,1262,0
0,1668,3136,1262,0
0,1668,3136,1262,0
0,1668,3161,1267,0
0,1668,3161,1267,0
0,1668,3161,1267,0
0,1663,3168,1262,0
0,1663,3168,1262,0
0,1663,3167,1259,0
0,1663,3167,1259,0
0,1663,3167,1259,0
0,1660,3164,1259,0
0,1660,3164,1259,0
0,1660,3164,1259,0
0,1663,3161,1259,0
0,1663,3161,1259,0
0,1663,3161,1259,0
0,1660,3162,1258,0
0,1660,3162,1258,0
0,1661,3160,1257,0
0,1661,3160,1257,0
0,1661,3160,1257,0
0,1667,3158,1266,0
0,1667,3158,1266,0
0,1667,3158,1266,0
0,1650,3158,1261,0
0,1650,3158,1261,0
0,1650,3158,1261,0
0,1669,3156,1261,0
0,1669,3156,1261,0
0,1666,3158,1262,0
0,1666,3158,1262,0
0,1666,3158,1262,0
0,1672,3136,1259,0
0,1672,3136,1259,0
0,1672,3136,1259,0
0,1674,3072,1253,0
0,1674,3072,1253,0
0,1674,3072,1253,0
0,1674,3053,1250,0
0,1674,3053,1250,0
0,1674,3053,1250,0
0,1684,3025,1245,0
0,1684,3025,1245,0
0,1712,2589,1208,0
0,1712,2589,1208,0
0,1712,2589,1208,0
0,1738,2382,1197,0
0,1738,2382,1197,0
0,1738,2382,1197,0
0,1743,2292,1190,0
0,1743,2292,1190,0
0,1778,1798,1128,0
0,1778,1798,1128,0
0,1778,1798,1128,0
0,1797,1588,0,0
0,1797,1588,0,0
0,1797,1588,0,0
0,1804,1476,0,0
0,1804,1476,0,0
0,1804,1476,0,0
0,1809,1417,0,0
0,1809,1417,0,0
0,1800,1459,0,0
0,1800,1459,0,0
0,1800,1459,0,0
0,1804,1490,0,0
0,1804,1490,0,0
0,1804,1490,0,0
0,1749,2327,1158,0
0,1749,2327,1158,0
0,1749,2327,1158,0
0,1632,3508,1283,0
0,1632,3508,1283,0
0,1585,3720,1328,0
0,1585,3720,1328,0
0,1585,3720,1328,0
0,1571,3927,1354,0
0,1571,3927,1354,0
0,1571,3927,1354,0
0,1539,3963,1368,0
0,1539,3963,1368,0
0,1497,4102,1420,0
0,1497,4102,1420,0
0,1497,4102,1420,0
0,1466,4189,1441,0
0,1466,4189,1441,0
0,1466,4189,1441,0
0,1426,4300,1475,0
0,1426,4300,1475,0
0,1365,4341,1511,0
0,1365,4341,1511,0
0,1365,4341,1511,0
0,0,4430,1589,0
0,0,4430,1589,0
0,0,4430,1589,0
0,0,4449,1641,0
0,0,4449,1641,0
0,0,4480,1733,0
0,0,4480,1733,0
0,0,4480,1733,0
0,0,4487,1773,0
0,0,4487,1773,0
0,0,4487,1773,0
0,0,4487,1774,0
0,0,4487,1774,0
0,0,4487,1774,0
0,0,3841,1627,0
0,0,3841,1627,0
0,0,3841,1627,0
0,1259,3298,1584,0
0,1259,3298,1584,0
0,1313,2781,1561,0
0,1313,2781,1561,0
0,1313,2781,1561,0
0,1427,2180,1507,0
0,1427,2180,1507,0
0,1427,2180,1507,0
0,1434,2100,1495,0
0,1434,2100,1495,0
0,1434,2100,1495,0
0,1392,2350,1517,0
0,1392,2350,1517,0
0,1251,3523,1573,0
0,1251,3523,1573,0
0,1251,3523,1573,0
0,0,3842,1596,0
0,0,3842,1596,0
0,0,3842,1596,0
0,0,3835,1593,0
0,0,3835,1593,0
0,0,3832,1598,0
0,0,3832,1598,0
0,0,3832,1598,0
0,0,3838,1597,0
0,0,3838,1597,0
0,0,3838,1597,0
0,0,3839,1602,0
0,0,3839,1602,0
0,0,3839,1602,0
0,0,3829,1600,0
0,0,3829,1600,0
0,0,3829,1600,0
0,0,3829,1595,0
0,0,3829,1595,0
0,0,3829,1587,0
0,0,3829,1587,0
0,0,3829,1587,0
0,0,3834,1600,0
0,0,3834,1600,0
0,0,3834,1600,0
0,0,3837,1583,0
0,0,3837,1583,0
0,0,3837,1583,0
0,1349,2731,1543,0
0,1349,2731,1543,0
0,1349,2731,1543,0
0,1336,2876,1540,0
0,1336,2876,1540,0
0,1366,2734,1535,0
0,1366,2734,1535,0
0,1366,2734,1535,0
0,1379,2623,1526,0
0,1379,2623,1526,0
0,1379,2623,1526,0
0,1412,2423,1510,0
0,1392,2558,1524,0
0,1392,2558,1524,0
0,1392,2558,1524,0
0,1383,2592,1528,0
0,1383,2592,1528,0
0,1381,2602,1525,0
0,1381,2602,1525,0
0,1381,2602,1525,0
0,1379,2603,1525,0
0,1379,2603,1525,0
0,1379,2603,1525,0
0,1380,2605,1523,0
0,1380,2605,1523,0
0,1380,2605,1523,0
0,1383,2601,1528,0
0,1383,2601,1528,0
0,1380,2606,1525,0
0,1380,2606,1525,0
0,1380,2606,1525,0
0,1379,2607,1524,0
0,1379,2607,1524,0
